Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Datetime,,,,,
2025-10-14 18:30:00+00:00,248.4199981689453,248.75,247.14439392089844,247.49000549316406,3822730
2025-10-14 19:30:00+00:00,247.85000610351562,248.84500122070312,246.72999572753906,248.42999267578125,4482259
2025-10-15 13:30:00+00:00,250.85000610351562,251.82000732421875,248.63999938964844,249.3800048828125,8163531
2025-10-15 14:30:00+00:00,249.85989379882812,251.4691925048828,249.8000030517578,250.8699951171875,3430819
2025-10-15 15:30:00+00:00,249.77499389648438,250.04969787597656,248.72000122070312,249.82000732421875,2879510
2025-10-15 16:30:00+00:00,248.0904998779297,249.9499053955078,247.47999572753906,249.77999877929688,2290291
2025-10-15 17:30:00+00:00,249.64700317382812,249.8000030517578,248.0500030517578,248.10499572753906,1934212
2025-10-15 18:30:00+00:00,249.9199981689453,250.10000610351562,249.47999572753906,249.64999389648438,2139459
2025-10-15 19:30:00+00:00,249.42999267578125,250.07000732421875,248.1699981689453,249.92999267578125,4229173
2025-10-16 13:30:00+00:00,247.50999450683594,248.3800048828125,246.17999267578125,248.27000427246094,9564057
2025-10-16 14:30:00+00:00,248.23500061035156,249.0399932861328,247.48170471191406,247.49000549316406,4826932
2025-10-16 15:30:00+00:00,247.72000122070312,248.66310119628906,247.03500366210938,248.1699981689453,3305994
2025-10-16 16:30:00+00:00,247.22000122070312,247.7720947265625,246.0399932861328,247.70010375976562,4045208
2025-10-16 17:30:00+00:00,245.66000366210938,247.4199981689453,245.25999450683594,247.22000122070312,3995746
2025-10-16 18:30:00+00:00,246.5500030517578,247.02000427246094,245.1300048828125,245.63999938964844,3603265
2025-10-16 19:30:00+00:00,247.42999267578125,247.91000366210938,246.35000610351562,246.55999755859375,3734949
2025-10-17 13:30:00+00:00,249.5601043701172,250.32000732421875,247.27000427246094,248.02000427246094,11142993
2025-10-17 14:30:00+00:00,248.47999572753906,249.86000061035156,248.22999572753906,249.6439971923828,3459331
2025-10-17 15:30:00+00:00,250.29649353027344,250.35000610351562,248.09719848632812,248.47999572753906,4277714
2025-10-17 16:30:00+00:00,250.81500244140625,251.36000061035156,250.27520751953125,250.29330444335938,6063960
2025-10-17 17:30:00+00:00,252.3000030517578,252.53500366210938,250.2449951171875,250.8000030517578,3952984
2025-10-17 18:30:00+00:00,252.75999450683594,252.82000732421875,251.6999969482422,252.2823944091797,3982655
2025-10-17 19:30:00+00:00,252.3000030517578,253.3800048828125,252.1199951171875,252.75,7247788
2025-10-20 13:30:00+00:00,259.5050048828125,259.8699951171875,255.6300048828125,255.88499450683594,19526731
2025-10-20 14:30:00+00:00,262.57000732421875,263.54998779296875,259.07000732421875,259.489990234375,20690049
2025-10-20 15:30:00+00:00,263.489990234375,264.375,262.4175109863281,262.54998779296875,13764809
2025-10-20 16:30:00+00:00,263.1650085449219,264.2099914550781,262.6499938964844,263.4800109863281,8089517
2025-10-20 17:30:00+00:00,263.7300109863281,263.8299865722656,262.7900085449219,263.17999267578125,4756799
2025-10-20 18:30:00+00:00,263.4200134277344,263.80999755859375,263.0400085449219,263.739990234375,5423277
2025-10-20 19:30:00+00:00,262.2300109863281,263.8500061035156,261.92999267578125,263.44000244140625,8021467
2025-10-21 13:30:00+00:00,263.4999084472656,265.2900085449219,261.8800048828125,261.8800048828125,17003580
2025-10-21 14:30:00+00:00,263.6619873046875,263.8299865722656,262.510009765625,263.4599914550781,4721265
2025-10-21 15:30:00+00:00,263.1700134277344,264.5350036621094,263.0801086425781,263.6700134277344,5514253
2025-10-21 16:30:00+00:00,263.3265075683594,263.6799011230469,262.8475036621094,263.1600036621094,2671606
2025-10-21 17:30:00+00:00,263.44989013671875,264.04998779296875,262.1499938964844,263.3258056640625,3718095
2025-10-21 18:30:00+00:00,263.0849914550781,263.7381896972656,262.95001220703125,263.4495849609375,3430980
2025-10-21 19:30:00+00:00,262.8399963378906,263.2099914550781,262.4700012207031,263.0950012207031,3493018
2025-10-22 13:30:00+00:00,260.0498962402344,262.8500061035156,259.7200012207031,262.7900085449219,9155667
2025-10-22 14:30:00+00:00,258.4299011230469,261.1300048828125,257.6401062011719,260.0,5930214
2025-10-22 15:30:00+00:00,258.54998779296875,259.489990234375,258.04998779296875,258.45001220703125,3763921
2025-10-22 16:30:00+00:00,256.69140625,258.7699890136719,256.29998779296875,258.54998779296875,4679141
2025-10-22 17:30:00+00:00,256.5509948730469,257.0798034667969,255.42999267578125,256.6700134277344,4221043
2025-10-22 18:30:00+00:00,257.510009765625,257.67999267578125,256.1400146484375,256.54998779296875,3195141
2025-10-22 19:30:00+00:00,258.42999267578125,258.80999755859375,257.42999267578125,257.5199890136719,4263522
2025-10-23 13:30:00+00:00,259.4798889160156,260.1799011230469,258.0101013183594,259.8900146484375,6251007
2025-10-23 14:30:00+00:00,259.3999938964844,259.67999267578125,258.7300109863281,259.4200134277344,2852790
2025-10-23 15:30:00+00:00,260.0400085449219,260.6199035644531,259.0834045410156,259.3999938964844,3168121
2025-10-23 16:30:00+00:00,259.8599853515625,260.54998779296875,259.5199890136719,260.04998779296875,2574209
2025-10-23 17:30:00+00:00,259.9700012207031,260.42498779296875,259.8299865722656,259.8800048828125,3320192
2025-10-23 18:30:00+00:00,259.8999938964844,260.0199890136719,259.6199951171875,259.9700012207031,2237171
2025-10-23 19:30:00+00:00,259.5799865722656,260.04998779296875,259.0799865722656,259.9100036621094,3143856
2025-10-24 13:30:00+00:00,260.94140625,261.6199951171875,259.17999267578125,261.19000244140625,7287527
2025-10-24 14:30:00+00:00,263.2799987792969,263.3599853515625,260.7900085449219,260.94000244140625,5490920
2025-10-24 15:30:00+00:00,263.5799865722656,264.0299987792969,262.95001220703125,263.2900085449219,4458666
2025-10-24 16:30:00+00:00,263.6099853515625,263.7099914550781,262.8500061035156,263.5899963378906,2930456
2025-10-24 17:30:00+00:00,264.0199890136719,264.1300048828125,263.4100036621094,263.6099853515625,2843868
2025-10-24 18:30:00+00:00,263.5,264.1000061035156,263.1499938964844,264.0249938964844,3187549
2025-10-24 19:30:00+00:00,262.739990234375,263.6600036621094,262.1300048828125,263.510009765625,4742484
2025-10-27 13:30:00+00:00,265.7300109863281,267.04998779296875,264.65008544921875,264.8800048828125,9319511
2025-10-27 14:30:00+00:00,265.7099914550781,266.4200134277344,265.19500732421875,265.739990234375,4050852
2025-10-27 15:30:00+00:00,265.92999267578125,266.0899963378906,265.04998779296875,265.7099914550781,3517895
2025-10-27 16:30:00+00:00,265.6199951171875,266.125,265.510009765625,265.94000244140625,3331147
2025-10-27 17:30:00+00:00,265.5950012207031,266.0150146484375,265.510009765625,265.6300048828125,2171755
2025-10-27 18:30:00+00:00,267.2749938964844,267.3999938964844,265.4700012207031,265.5899963378906,4259189
2025-10-27 19:30:00+00:00,268.739990234375,269.0799865722656,267.2099914550781,267.2699890136719,6996092
2025-10-28 13:30:00+00:00,268.6499938964844,269.8699951171875,268.25,269.135009765625,11832766
2025-10-28 14:30:00+00:00,268.69720458984375,269.1400146484375,268.1499938964844,268.6423034667969,3550384
2025-10-28 15:30:00+00:00,268.9949951171875,269.0758056640625,268.3500061035156,268.69500732421875,2758052
2025-10-28 16:30:00+00:00,269.4949951171875,269.8699951171875,268.82000732421875,268.9800109863281,3503864
2025-10-28 17:30:00+00:00,269.0902099609375,269.4949951171875,268.79998779296875,269.4949951171875,3181670
2025-10-28 18:30:00+00:00,269.20001220703125,269.44000244140625,268.7799987792969,269.1050109863281,4120349
2025-10-28 19:30:00+00:00,269.0299987792969,269.3550109863281,268.6000061035156,269.20001220703125,5339653
2025-10-29 13:30:00+00:00,270.4200134277344,271.4100036621094,268.70001220703125,269.2749938964844,10209230
2025-10-29 14:30:00+00:00,267.6300048828125,270.44500732421875,267.51220703125,270.4100036621094,6247839
2025-10-29 15:30:00+00:00,268.6199951171875,268.8599853515625,267.1099853515625,267.6099853515625,4595121
2025-10-29 16:30:00+00:00,269.93011474609375,269.93011474609375,268.4700927734375,268.6029968261719,3066081
2025-10-29 17:30:00+00:00,270.80999755859375,270.8500061035156,269.7900085449219,269.8900146484375,4963178
2025-10-29 18:30:00+00:00,268.30999755859375,270.92999267578125,268.260009765625,270.7850036621094,5156103
2025-10-29 19:30:00+00:00,269.7300109863281,270.3800048828125,267.79998779296875,268.32000732421875,4325904
2025-10-30 13:30:00+00:00,269.0899963378906,274.1400146484375,268.989990234375,271.989990234375,8387840
2025-10-30 14:30:00+00:00,270.7900085449219,271.1700134277344,268.4800109863281,269.0899963378906,3886744
2025-10-30 15:30:00+00:00,272.010009765625,272.3900146484375,270.2630920410156,270.7799987792969,3869786
2025-10-30 16:30:00+00:00,271.95001220703125,272.06781005859375,271.0400085449219,272.0,2409548
2025-10-30 17:30:00+00:00,271.75,272.29998779296875,271.2799987792969,271.95001220703125,3435055
2025-10-30 18:30:00+00:00,271.3399963378906,272.00799560546875,270.9949951171875,271.760009765625,3831349
2025-10-30 19:30:00+00:00,271.2900085449219,271.6700134277344,271.04998779296875,271.3399963378906,5177440
2025-10-31 13:30:00+00:00,270.3800048828125,277.32000732421875,269.1600036621094,276.989990234375,17228178
2025-10-31 14:30:00+00:00,271.29998779296875,271.5599060058594,270.10009765625,270.42999267578125,4595066
2025-10-31 15:30:00+00:00,272.43499755859375,272.8584899902344,270.2200012207031,271.2998962402344,4301242
2025-10-31 16:30:00+00:00,270.3487854003906,273.1700134277344,270.1499938964844,272.42999267578125,4005527
2025-10-31 17:30:00+00:00,271.80999755859375,272.0599060058594,270.1099853515625,270.3299865722656,2396660
2025-10-31 18:30:00+00:00,272.1050109863281,272.17498779296875,271.2699890136719,271.7900085449219,2901733
2025-10-31 19:30:00+00:00,270.25,272.6499938964844,269.9599914550781,272.1300048828125,6601078
2025-11-03 14:30:00+00:00,267.6300048828125,270.7799987792969,266.25,270.4200134277344,10223517
2025-11-03 15:30:00+00:00,266.6400146484375,268.2799987792969,266.5,267.6400146484375,3102546
2025-11-03 16:30:00+00:00,267.5350036621094,268.1499938964844,266.5223083496094,266.659912109375,2821699
2025-11-03 17:30:00+00:00,267.6780090332031,268.0,267.25,267.5199890136719,2034109
2025-11-03 18:30:00+00:00,267.30999755859375,268.6199951171875,267.30999755859375,267.70989990234375,2075268
2025-11-03 19:30:00+00:00,267.6199951171875,267.7900085449219,266.9100036621094,267.32000732421875,2243434
2025-11-03 20:30:00+00:00,269.05999755859375,269.1099853515625,267.4599914550781,267.6300048828125,3383138
2025-11-04 14:30:00+00:00,268.42999267578125,269.5899963378906,267.614990234375,268.24249267578125,9645778
2025-11-04 15:30:00+00:00,270.6099853515625,271.0,267.7099914550781,268.42999267578125,3278354
2025-11-04 16:30:00+00:00,270.010009765625,271.4859924316406,268.9800109863281,270.6400146484375,3846826
2025-11-04 17:30:00+00:00,270.6383972167969,270.92999267578125,269.8900146484375,270.0050048828125,2072453
2025-11-04 18:30:00+00:00,270.5104064941406,270.82000732421875,269.8699951171875,270.6099853515625,2562532
2025-11-04 19:30:00+00:00,270.09051513671875,270.6099853515625,269.28271484375,270.5299987792969,2594188
2025-11-04 20:30:00+00:00,270.2099914550781,270.4049987792969,269.5,270.1000061035156,3522361
2025-11-05 14:30:00+00:00,269.0101013183594,269.58990478515625,266.92999267578125,268.5899963378906,7995553
2025-11-05 15:30:00+00:00,270.2900085449219,270.3800048828125,268.760009765625,268.989990234375,2169435
2025-11-05 16:30:00+00:00,269.9700012207031,270.4700012207031,269.5,270.2799987792969,1631841
2025-11-05 17:30:00+00:00,270.1199951171875,270.7900085449219,269.92999267578125,269.9700012207031,1426592
2025-11-05 18:30:00+00:00,270.42999267578125,271.70001220703125,269.7699890136719,270.1099853515625,2651761
2025-11-05 19:30:00+00:00,269.6000061035156,271.5,269.5299987792969,270.4100036621094,2282746
2025-11-05 20:30:00+00:00,270.1099853515625,270.3999938964844,268.9949951171875,269.6099853515625,3567904
2025-11-06 14:30:00+00:00,272.82000732421875,272.82000732421875,267.8900146484375,267.8900146484375,6762187
2025-11-06 15:30:00+00:00,272.1814880371094,273.3999938964844,271.55010986328125,272.8280029296875,5580072
2025-11-06 16:30:00+00:00,271.42498779296875,272.2200012207031,270.3900146484375,272.17999267578125,3198033
2025-11-06 17:30:00+00:00,271.3500061035156,272.56500244140625,270.9200134277344,271.4200134277344,2621839
2025-11-06 18:30:00+00:00,271.9901123046875,272.1600036621094,271.0203857421875,271.3699951171875,1783486
2025-11-06 19:30:00+00:00,271.2099914550781,272.20001220703125,270.7349853515625,272.0050048828125,2198935
2025-11-06 20:30:00+00:00,269.6600036621094,271.52020263671875,269.5950012207031,271.20001220703125,14262779
2025-11-07 14:30:00+00:00,271.5799865722656,272.2900085449219,267.2699890136719,269.7950134277344,7855390
2025-11-07 15:30:00+00:00,269.5299987792969,271.9700012207031,269.4800109863281,271.55999755859375,3991205
2025-11-07 16:30:00+00:00,269.1099853515625,269.8900146484375,268.32000732421875,269.5199890136719,3276263
2025-11-07 17:30:00+00:00,268.45001220703125,269.1400146484375,268.0588073730469,269.114990234375,2041690
2025-11-07 18:30:00+00:00,267.25,268.6600036621094,267.0950012207031,268.45001220703125,2217548
2025-11-07 19:30:00+00:00,267.7598876953125,268.5,266.7799987792969,267.260009765625,3921327
2025-11-07 20:30:00+00:00,268.4200134277344,268.5799865722656,267.69000244140625,267.760009765625,3276821
